Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Vector Size (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
20,01;19,46;20,76;5199872;0;2;1;0;0;0;1;0;0;0;0;0;0;41598976;20799488;0;5199872;1;1;128;1;1;;0,083;0,167
20,01;19,50;20,76;5201920;0;2;1;0;0;0;1;0;0;0;0;0;0;41615360;20807680;0;5201920;1;1;128;1;1;;0,083;0,167
19,95;19,30;20,82;5203968;0;2;1;0;0;0;1;0;0;0;0;0;0;41631744;20815872;0;5203968;1;1;128;1;1;;0,083;0,167
20,15;19,50;21,22;5206016;0;2;1;0;0;0;1;0;0;0;0;0;0;41648128;20824064;0;5206016;1;1;128;1;1;;0,083;0,167
20,15;19,84;20,47;5208064;0;2;1;0;0;0;1;0;0;0;0;0;0;41664512;20832256;0;5208064;1;1;128;1;1;;0,083;0,167
19,89;19,27;21,54;5210112;0;2;1;0;0;0;1;0;0;0;0;0;0;41680896;20840448;0;5210112;1;1;128;1;1;;0,083;0,167
20,64;19,46;21,52;5212160;0;2;1;0;0;0;1;0;0;0;0;0;0;41697280;20848640;0;5212160;1;1;128;1;1;;0,083;0,167
20,48;19,55;20,65;5214208;0;2;1;0;0;0;1;0;0;0;0;0;0;41713664;20856832;0;5214208;1;1;128;1;1;;0,083;0,167
20,50;19,53;20,30;5216256;0;2;1;0;0;0;1;0;0;0;0;0;0;41730048;20865024;0;5216256;1;1;128;1;1;;0,083;0,167
19,95;19,24;20,39;5218304;0;2;1;0;0;0;1;0;0;0;0;0;0;41746432;20873216;0;5218304;1;1;128;1;1;;0,083;0,167
20,14;19,50;20,58;5220352;0;2;1;0;0;0;1;0;0;0;0;0;0;41762816;20881408;0;5220352;1;1;128;1;1;;0,083;0,167
20,11;19,52;21,23;5222400;0;2;1;0;0;0;1;0;0;0;0;0;0;41779200;20889600;0;5222400;1;1;128;1;1;;0,083;0,167
20,08;19,44;20,30;5224448;0;2;1;0;0;0;1;0;0;0;0;0;0;41795584;20897792;0;5224448;1;1;128;1;1;;0,083;0,167
20,06;19,36;20,09;5226496;0;2;1;0;0;0;1;0;0;0;0;0;0;41811968;20905984;0;5226496;1;1;128;1;1;;0,083;0,167
20,17;19,53;20,75;5228544;0;2;1;0;0;0;1;0;0;0;0;0;0;41828352;20914176;0;5228544;1;1;128;1;1;;0,083;0,167
20,29;19,62;20,06;5230592;0;2;1;0;0;0;1;0;0;0;0;0;0;41844736;20922368;0;5230592;1;1;128;1;1;;0,083;0,167
19,97;19,35;19,58;5232640;0;2;1;0;0;0;1;0;0;0;0;0;0;41861120;20930560;0;5232640;1;1;128;1;1;;0,083;0,167
20,83;19,60;20,76;5234688;0;2;1;0;0;0;1;0;0;0;0;0;0;41877504;20938752;0;5234688;1;1;128;1;1;;0,083;0,167
20,50;19,59;19,82;5236736;0;2;1;0;0;0;1;0;0;0;0;0;0;41893888;20946944;0;5236736;1;1;128;1;1;;0,083;0,167
19,98;19,42;19,90;5238784;0;2;1;0;0;0;1;0;0;0;0;0;0;41910272;20955136;0;5238784;1;1;128;1;1;;0,083;0,167
20,15;19,62;21,32;5240832;0;2;1;0;0;0;1;0;0;0;0;0;0;41926656;20963328;0;5240832;1;1;128;1;1;;0,083;0,167
20,05;19,42;23,07;5242880;0;2;1;0;0;0;1;0;0;0;0;0;0;41943040;20971520;0;5242880;1;1;128;1;1;;0,083;0,167
20,05;19,02;21,17;5244928;0;2;1;0;0;0;1;0;0;0;0;0;0;41959424;20979712;0;5244928;1;1;128;1;1;;0,083;0,167
20,17;19,72;20,40;5246976;0;2;1;0;0;0;1;0;0;0;0;0;0;41975808;20987904;0;5246976;1;1;128;1;1;;0,083;0,167
20,21;19,75;21,35;5249024;0;2;1;0;0;0;1;0;0;0;0;0;0;41992192;20996096;0;5249024;1;1;128;1;1;;0,083;0,167
20,11;19,48;21,21;5251072;0;2;1;0;0;0;1;0;0;0;0;0;0;42008576;21004288;0;5251072;1;1;128;1;1;;0,083;0,167
20,22;19,64;20,29;5253120;0;2;1;0;0;0;1;0;0;0;0;0;0;42024960;21012480;0;5253120;1;1;128;1;1;;0,083;0,167
20,46;19,68;20,83;5255168;0;2;1;0;0;0;1;0;0;0;0;0;0;42041344;21020672;0;5255168;1;1;128;1;1;;0,083;0,167
20,14;19,19;20,96;5257216;0;2;1;0;0;0;1;0;0;0;0;0;0;42057728;21028864;0;5257216;1;1;128;1;1;;0,083;0,167
20,12;19,36;20,28;5259264;0;2;1;0;0;0;1;0;0;0;0;0;0;42074112;21037056;0;5259264;1;1;128;1;1;;0,083;0,167
20,44;19,44;21,02;5261312;0;2;1;0;0;0;1;0;0;0;0;0;0;42090496;21045248;0;5261312;1;1;128;1;1;;0,083;0,167
20,24;19,78;20,43;5263360;0;2;1;0;0;0;1;0;0;0;0;0;0;42106880;21053440;0;5263360;1;1;128;1;1;;0,083;0,167
20,48;19,54;21,90;5265408;0;2;1;0;0;0;1;0;0;0;0;0;0;42123264;21061632;0;5265408;1;1;128;1;1;;0,083;0,167
20,09;19,39;21,31;5267456;0;2;1;0;0;0;1;0;0;0;0;0;0;42139648;21069824;0;5267456;1;1;128;1;1;;0,083;0,167
20,55;19,70;20,93;5269504;0;2;1;0;0;0;1;0;0;0;0;0;0;42156032;21078016;0;5269504;1;1;128;1;1;;0,083;0,167
20,27;19,35;20,48;5271552;0;2;1;0;0;0;1;0;0;0;0;0;0;42172416;21086208;0;5271552;1;1;128;1;1;;0,083;0,167
20,18;19,17;19,69;5273600;0;2;1;0;0;0;1;0;0;0;0;0;0;42188800;21094400;0;5273600;1;1;128;1;1;;0,083;0,167
20,20;19,45;23,05;5275648;0;2;1;0;0;0;1;0;0;0;0;0;0;42205184;21102592;0;5275648;1;1;128;1;1;;0,083;0,167
20,36;19,71;21,73;5277696;0;2;1;0;0;0;1;0;0;0;0;0;0;42221568;21110784;0;5277696;1;1;128;1;1;;0,083;0,167
20,59;19,85;20,98;5279744;0;2;1;0;0;0;1;0;0;0;0;0;0;42237952;21118976;0;5279744;1;1;128;1;1;;0,083;0,167
20,33;19,78;20,79;5281792;0;2;1;0;0;0;1;0;0;0;0;0;0;42254336;21127168;0;5281792;1;1;128;1;1;;0,083;0,167
20,18;19,52;19,78;5283840;0;2;1;0;0;0;1;0;0;0;0;0;0;42270720;21135360;0;5283840;1;1;128;1;1;;0,083;0,167
20,37;19,84;20,29;5285888;0;2;1;0;0;0;1;0;0;0;0;0;0;42287104;21143552;0;5285888;1;1;128;1;1;;0,083;0,167
20,36;19,81;20,67;5287936;0;2;1;0;0;0;1;0;0;0;0;0;0;42303488;21151744;0;5287936;1;1;128;1;1;;0,083;0,167
20,26;19,56;20,15;5289984;0;2;1;0;0;0;1;0;0;0;0;0;0;42319872;21159936;0;5289984;1;1;128;1;1;;0,083;0,167
20,56;19,80;21,62;5292032;0;2;1;0;0;0;1;0;0;0;0;0;0;42336256;21168128;0;5292032;1;1;128;1;1;;0,083;0,167
20,40;19,81;20,99;5294080;0;2;1;0;0;0;1;0;0;0;0;0;0;42352640;21176320;0;5294080;1;1;128;1;1;;0,083;0,167
20,93;19,88;20,86;5296128;0;2;1;0;0;0;1;0;0;0;0;0;0;42369024;21184512;0;5296128;1;1;128;1;1;;0,083;0,167
20,20;19,56;21,34;5298176;0;2;1;0;0;0;1;0;0;0;0;0;0;42385408;21192704;0;5298176;1;1;128;1;1;;0,083;0,167
21,46;19,83;21,15;5300224;0;2;1;0;0;0;1;0;0;0;0;0;0;42401792;21200896;0;5300224;1;1;128;1;1;;0,083;0,167
20,42;19,60;20,83;5302272;0;2;1;0;0;0;1;0;0;0;0;0;0;42418176;21209088;0;5302272;1;1;128;1;1;;0,083;0,167
20,30;19,60;20,42;5304320;0;2;1;0;0;0;1;0;0;0;0;0;0;42434560;21217280;0;5304320;1;1;128;1;1;;0,083;0,167
20,91;19,86;21,05;5306368;0;2;1;0;0;0;1;0;0;0;0;0;0;42450944;21225472;0;5306368;1;1;128;1;1;;0,083;0,167
20,24;19,65;23,36;5308416;0;2;1;0;0;0;1;0;0;0;0;0;0;42467328;21233664;0;5308416;1;1;128;1;1;;0,083;0,167
20,36;19,93;20,89;5310464;0;2;1;0;0;0;1;0;0;0;0;0;0;42483712;21241856;0;5310464;1;1;128;1;1;;0,083;0,167
20,73;19,92;20,79;5312512;0;2;1;0;0;0;1;0;0;0;0;0;0;42500096;21250048;0;5312512;1;1;128;1;1;;0,083;0,167
20,42;19,83;20,47;5314560;0;2;1;0;0;0;1;0;0;0;0;0;0;42516480;21258240;0;5314560;1;1;128;1;1;;0,083;0,167
20,25;19,70;20,89;5316608;0;2;1;0;0;0;1;0;0;0;0;0;0;42532864;21266432;0;5316608;1;1;128;1;1;;0,083;0,167
20,48;19,94;21,78;5318656;0;2;1;0;0;0;1;0;0;0;0;0;0;42549248;21274624;0;5318656;1;1;128;1;1;;0,083;0,167
21,86;19,92;20,78;5320704;0;2;1;0;0;0;1;0;0;0;0;0;0;42565632;21282816;0;5320704;1;1;128;1;1;;0,083;0,167
21,38;19,68;20,43;5322752;0;2;1;0;0;0;1;0;0;0;0;0;0;42582016;21291008;0;5322752;1;1;128;1;1;;0,083;0,167
19,97;19,65;20,75;5324800;0;2;1;0;0;0;1;0;0;0;0;0;0;42598400;21299200;0;5324800;1;1;128;1;1;;0,083;0,167
20,18;19,90;20,75;5326848;0;2;1;0;0;0;1;0;0;0;0;0;0;42614784;21307392;0;5326848;1;1;128;1;1;;0,083;0,167
20,54;19,68;20,89;5328896;0;2;1;0;0;0;1;0;0;0;0;0;0;42631168;21315584;0;5328896;1;1;128;1;1;;0,083;0,167
20,34;19,76;20,76;5330944;0;2;1;0;0;0;1;0;0;0;0;0;0;42647552;21323776;0;5330944;1;1;128;1;1;;0,083;0,167
20,35;19,81;21,52;5332992;0;2;1;0;0;0;1;0;0;0;0;0;0;42663936;21331968;0;5332992;1;1;128;1;1;;0,083;0,167
20,38;19,73;19,50;5335040;0;2;1;0;0;0;1;0;0;0;0;0;0;42680320;21340160;0;5335040;1;1;128;1;1;;0,083;0,167
20,56;19,77;21,45;5337088;0;2;1;0;0;0;1;0;0;0;0;0;0;42696704;21348352;0;5337088;1;1;128;1;1;;0,083;0,167
21,59;20,16;21,11;5339136;0;2;1;0;0;0;1;0;0;0;0;0;0;42713088;21356544;0;5339136;1;1;128;1;1;;0,083;0,167
20,93;19,77;24,41;5341184;0;2;1;0;0;0;1;0;0;0;0;0;0;42729472;21364736;0;5341184;1;1;128;1;1;;0,083;0,167
20,39;19,71;21,65;5343232;0;2;1;0;0;0;1;0;0;0;0;0;0;42745856;21372928;0;5343232;1;1;128;1;1;;0,083;0,167
20,90;20,07;21,65;5345280;0;2;1;0;0;0;1;0;0;0;0;0;0;42762240;21381120;0;5345280;1;1;128;1;1;;0,083;0,167
20,53;20,39;20,40;5347328;0;2;1;0;0;0;1;0;0;0;0;0;0;42778624;21389312;0;5347328;1;1;128;1;1;;0,083;0,167
21,26;19,80;20,49;5349376;0;2;1;0;0;0;1;0;0;0;0;0;0;42795008;21397504;0;5349376;1;1;128;1;1;;0,083;0,167
20,43;19,75;21,13;5351424;0;2;1;0;0;0;1;0;0;0;0;0;0;42811392;21405696;0;5351424;1;1;128;1;1;;0,083;0,167
20,82;19,83;21,30;5353472;0;2;1;0;0;0;1;0;0;0;0;0;0;42827776;21413888;0;5353472;1;1;128;1;1;;0,083;0,167
21,10;20,11;21,75;5355520;0;2;1;0;0;0;1;0;0;0;0;0;0;42844160;21422080;0;5355520;1;1;128;1;1;;0,083;0,167
21,82;20,07;21,44;5357568;0;2;1;0;0;0;1;0;0;0;0;0;0;42860544;21430272;0;5357568;1;1;128;1;1;;0,083;0,167
20,49;19,77;20,96;5359616;0;2;1;0;0;0;1;0;0;0;0;0;0;42876928;21438464;0;5359616;1;1;128;1;1;;0,083;0,167
22,34;20,10;21,27;5361664;0;2;1;0;0;0;1;0;0;0;0;0;0;42893312;21446656;0;5361664;1;1;128;1;1;;0,083;0,167
20,63;19,75;20,71;5363712;0;2;1;0;0;0;1;0;0;0;0;0;0;42909696;21454848;0;5363712;1;1;128;1;1;;0,083;0,167
20,64;20,08;21,83;5365760;0;2;1;0;0;0;1;0;0;0;0;0;0;42926080;21463040;0;5365760;1;1;128;1;1;;0,083;0,167
20,73;20,13;21,00;5367808;0;2;1;0;0;0;1;0;0;0;0;0;0;42942464;21471232;0;5367808;1;1;128;1;1;;0,083;0,167
21,59;19,82;21,49;5369856;0;2;1;0;0;0;1;0;0;0;0;0;0;42958848;21479424;0;5369856;1;1;128;1;1;;0,083;0,167
20,48;19,84;20,62;5371904;0;2;1;0;0;0;1;0;0;0;0;0;0;42975232;21487616;0;5371904;1;1;128;1;1;;0,083;0,167
20,46;19,93;23,37;5373952;0;2;1;0;0;0;1;0;0;0;0;0;0;42991616;21495808;0;5373952;1;1;128;1;1;;0,083;0,167
20,66;20,15;20,44;5376000;0;2;1;0;0;0;1;0;0;0;0;0;0;43008000;21504000;0;5376000;1;1;128;1;1;;0,083;0,167
20,66;20,20;21,54;5378048;0;2;1;0;0;0;1;0;0;0;0;0;0;43024384;21512192;0;5378048;1;1;128;1;1;;0,083;0,167
20,57;19,89;20,96;5380096;0;2;1;0;0;0;1;0;0;0;0;0;0;43040768;21520384;0;5380096;1;1;128;1;1;;0,083;0,167
21,31;19,97;20,74;5382144;0;2;1;0;0;0;1;0;0;0;0;0;0;43057152;21528576;0;5382144;1;1;128;1;1;;0,083;0,167
21,27;20,25;20,40;5384192;0;2;1;0;0;0;1;0;0;0;0;0;0;43073536;21536768;0;5384192;1;1;128;1;1;;0,083;0,167
21,53;19,57;21,28;5386240;0;2;1;0;0;0;1;0;0;0;0;0;0;43089920;21544960;0;5386240;1;1;128;1;1;;0,083;0,167
21,36;20,07;21,02;5388288;0;2;1;0;0;0;1;0;0;0;0;0;0;43106304;21553152;0;5388288;1;1;128;1;1;;0,083;0,167
20,53;19,97;21,97;5390336;0;2;1;0;0;0;1;0;0;0;0;0;0;43122688;21561344;0;5390336;1;1;128;1;1;;0,083;0,167
21,02;20,18;21,29;5392384;0;2;1;0;0;0;1;0;0;0;0;0;0;43139072;21569536;0;5392384;1;1;128;1;1;;0,083;0,167
21,43;20,20;20,67;5394432;0;2;1;0;0;0;1;0;0;0;0;0;0;43155456;21577728;0;5394432;1;1;128;1;1;;0,083;0,167
21,32;20,02;20,66;5396480;0;2;1;0;0;0;1;0;0;0;0;0;0;43171840;21585920;0;5396480;1;1;128;1;1;;0,083;0,167
20,61;19,91;20,69;5398528;0;2;1;0;0;0;1;0;0;0;0;0;0;43188224;21594112;0;5398528;1;1;128;1;1;;0,083;0,167
22,64;20,16;21,64;5400576;0;2;1;0;0;0;1;0;0;0;0;0;0;43204608;21602304;0;5400576;1;1;128;1;1;;0,083;0,167
21,56;20,19;21,72;5402624;0;2;1;0;0;0;1;0;0;0;0;0;0;43220992;21610496;0;5402624;1;1;128;1;1;;0,083;0,167
20,71;20,24;21,28;5404672;0;2;1;0;0;0;1;0;0;0;0;0;0;43237376;21618688;0;5404672;1;1;128;1;1;;0,083;0,167
20,67;19,98;24,67;5406720;0;2;1;0;0;0;1;0;0;0;0;0;0;43253760;21626880;0;5406720;1;1;128;1;1;;0,083;0,167
20,55;20,00;20,78;5408768;0;2;1;0;0;0;1;0;0;0;0;0;0;43270144;21635072;0;5408768;1;1;128;1;1;;0,083;0,167
21,78;20,18;21,16;5410816;0;2;1;0;0;0;1;0;0;0;0;0;0;43286528;21643264;0;5410816;1;1;128;1;1;;0,083;0,167
21,34;19,92;21,31;5412864;0;2;1;0;0;0;1;0;0;0;0;0;0;43302912;21651456;0;5412864;1;1;128;1;1;;0,083;0,167
20,85;20,27;21,35;5414912;0;2;1;0;0;0;1;0;0;0;0;0;0;43319296;21659648;0;5414912;1;1;128;1;1;;0,083;0,167
20,69;20,08;21,15;5416960;0;2;1;0;0;0;1;0;0;0;0;0;0;43335680;21667840;0;5416960;1;1;128;1;1;;0,083;0,167
20,70;20,00;21,53;5419008;0;2;1;0;0;0;1;0;0;0;0;0;0;43352064;21676032;0;5419008;1;1;128;1;1;;0,083;0,167
20,82;20,31;21,45;5421056;0;2;1;0;0;0;1;0;0;0;0;0;0;43368448;21684224;0;5421056;1;1;128;1;1;;0,083;0,167
21,13;20,23;21,34;5423104;0;2;1;0;0;0;1;0;0;0;0;0;0;43384832;21692416;0;5423104;1;1;128;1;1;;0,083;0,167
21,11;20,09;20,30;5425152;0;2;1;0;0;0;1;0;0;0;0;0;0;43401216;21700608;0;5425152;1;1;128;1;1;;0,083;0,167
20,65;20,11;19,78;5427200;0;2;1;0;0;0;1;0;0;0;0;0;0;43417600;21708800;0;5427200;1;1;128;1;1;;0,083;0,167
20,95;20,03;21,50;5429248;0;2;1;0;0;0;1;0;0;0;0;0;0;43433984;21716992;0;5429248;1;1;128;1;1;;0,083;0,167
21,95;20,06;22,24;5431296;0;2;1;0;0;0;1;0;0;0;0;0;0;43450368;21725184;0;5431296;1;1;128;1;1;;0,083;0,167
20,70;20,18;20,29;5433344;0;2;1;0;0;0;1;0;0;0;0;0;0;43466752;21733376;0;5433344;1;1;128;1;1;;0,083;0,167
21,62;20,60;21,40;5435392;0;2;1;0;0;0;1;0;0;0;0;0;0;43483136;21741568;0;5435392;1;1;128;1;1;;0,083;0,167
20,86;20,35;21,17;5437440;0;2;1;0;0;0;1;0;0;0;0;0;0;43499520;21749760;0;5437440;1;1;128;1;1;;0,083;0,167
21,01;20,13;23,45;5439488;0;2;1;0;0;0;1;0;0;0;0;0;0;43515904;21757952;0;5439488;1;1;128;1;1;;0,083;0,167
20,88;20,14;20,97;5441536;0;2;1;0;0;0;1;0;0;0;0;0;0;43532288;21766144;0;5441536;1;1;128;1;1;;0,083;0,167
20,89;20,34;21,07;5443584;0;2;1;0;0;0;1;0;0;0;0;0;0;43548672;21774336;0;5443584;1;1;128;1;1;;0,083;0,167
20,70;20,16;20,56;5445632;0;2;1;0;0;0;1;0;0;0;0;0;0;43565056;21782528;0;5445632;1;1;128;1;1;;0,083;0,167
21,05;20,28;21,29;5447680;0;2;1;0;0;0;1;0;0;0;0;0;0;43581440;21790720;0;5447680;1;1;128;1;1;;0,083;0,167
20,91;20,40;22,06;5449728;0;2;1;0;0;0;1;0;0;0;0;0;0;43597824;21798912;0;5449728;1;1;128;1;1;;0,083;0,167
21,27;19,98;21,61;5451776;0;2;1;0;0;0;1;0;0;0;0;0;0;43614208;21807104;0;5451776;1;1;128;1;1;;0,083;0,167
22,23;20,15;21,27;5453824;0;2;1;0;0;0;1;0;0;0;0;0;0;43630592;21815296;0;5453824;1;1;128;1;1;;0,083;0,167
21,21;20,25;22,05;5455872;0;2;1;0;0;0;1;0;0;0;0;0;0;43646976;21823488;0;5455872;1;1;128;1;1;;0,083;0,167
20,95;20,34;20,91;5457920;0;2;1;0;0;0;1;0;0;0;0;0;0;43663360;21831680;0;5457920;1;1;128;1;1;;0,083;0,167
21,07;20,36;21,35;5459968;0;2;1;0;0;0;1;0;0;0;0;0;0;43679744;21839872;0;5459968;1;1;128;1;1;;0,083;0,167
21,63;20,16;21,35;5462016;0;2;1;0;0;0;1;0;0;0;0;0;0;43696128;21848064;0;5462016;1;1;128;1;1;;0,083;0,167
21,44;20,43;22,76;5464064;0;2;1;0;0;0;1;0;0;0;0;0;0;43712512;21856256;0;5464064;1;1;128;1;1;;0,083;0,167
21,98;20,51;22,16;5466112;0;2;1;0;0;0;1;0;0;0;0;0;0;43728896;21864448;0;5466112;1;1;128;1;1;;0,083;0,167
20,88;20,24;21,43;5468160;0;2;1;0;0;0;1;0;0;0;0;0;0;43745280;21872640;0;5468160;1;1;128;1;1;;0,083;0,167
21,37;20,22;20,82;5470208;0;2;1;0;0;0;1;0;0;0;0;0;0;43761664;21880832;0;5470208;1;1;128;1;1;;0,083;0,167
21,32;20,34;23,04;5472256;0;2;1;0;0;0;1;0;0;0;0;0;0;43778048;21889024;0;5472256;1;1;128;1;1;;0,083;0,167
21,10;20,54;21,54;5474304;0;2;1;0;0;0;1;0;0;0;0;0;0;43794432;21897216;0;5474304;1;1;128;1;1;;0,083;0,167
21,28;20,44;20,28;5476352;0;2;1;0;0;0;1;0;0;0;0;0;0;43810816;21905408;0;5476352;1;1;128;1;1;;0,083;0,167
21,68;20,45;21,96;5478400;0;2;1;0;0;0;1;0;0;0;0;0;0;43827200;21913600;0;5478400;1;1;128;1;1;;0,083;0,167
22,26;20,38;21,93;5480448;0;2;1;0;0;0;1;0;0;0;0;0;0;43843584;21921792;0;5480448;1;1;128;1;1;;0,083;0,167
22,82;20,40;22,19;5482496;0;2;1;0;0;0;1;0;0;0;0;0;0;43859968;21929984;0;5482496;1;1;128;1;1;;0,083;0,167
22,03;20,25;21,27;5484544;0;2;1;0;0;0;1;0;0;0;0;0;0;43876352;21938176;0;5484544;1;1;128;1;1;;0,083;0,167
21,14;20,26;22,02;5486592;0;2;1;0;0;0;1;0;0;0;0;0;0;43892736;21946368;0;5486592;1;1;128;1;1;;0,083;0,167
21,10;20,40;22,09;5488640;0;2;1;0;0;0;1;0;0;0;0;0;0;43909120;21954560;0;5488640;1;1;128;1;1;;0,083;0,167
21,55;20,37;22,09;5490688;0;2;1;0;0;0;1;0;0;0;0;0;0;43925504;21962752;0;5490688;1;1;128;1;1;;0,083;0,167
21,50;20,31;21,42;5492736;0;2;1;0;0;0;1;0;0;0;0;0;0;43941888;21970944;0;5492736;1;1;128;1;1;;0,083;0,167
21,59;20,88;21,74;5494784;0;2;1;0;0;0;1;0;0;0;0;0;0;43958272;21979136;0;5494784;1;1;128;1;1;;0,083;0,167
21,75;20,52;22,46;5496832;0;2;1;0;0;0;1;0;0;0;0;0;0;43974656;21987328;0;5496832;1;1;128;1;1;;0,083;0,167
22,72;20,31;21,18;5498880;0;2;1;0;0;0;1;0;0;0;0;0;0;43991040;21995520;0;5498880;1;1;128;1;1;;0,083;0,167
22,17;20,41;21,86;5500928;0;2;1;0;0;0;1;0;0;0;0;0;0;44007424;22003712;0;5500928;1;1;128;1;1;;0,083;0,167
21,15;20,55;21,06;5502976;0;2;1;0;0;0;1;0;0;0;0;0;0;44023808;22011904;0;5502976;1;1;128;1;1;;0,083;0,167
20,61;20,32;24,19;5505024;0;2;1;0;0;0;1;0;0;0;0;0;0;44040192;22020096;0;5505024;1;1;128;1;1;;0,083;0,167
21,22;20,35;21,08;5507072;0;2;1;0;0;0;1;0;0;0;0;0;0;44056576;22028288;0;5507072;1;1;128;1;1;;0,083;0,167
23,46;21,57;22,71;5509120;0;2;1;0;0;0;1;0;0;0;0;0;0;44072960;22036480;0;5509120;1;1;128;1;1;;0,083;0,167
21,48;20,77;22,42;5511168;0;2;1;0;0;0;1;0;0;0;0;0;0;44089344;22044672;0;5511168;1;1;128;1;1;;0,083;0,167
20,98;20,29;20,92;5513216;0;2;1;0;0;0;1;0;0;0;0;0;0;44105728;22052864;0;5513216;1;1;128;1;1;;0,083;0,167
21,26;20,37;21,36;5515264;0;2;1;0;0;0;1;0;0;0;0;0;0;44122112;22061056;0;5515264;1;1;128;1;1;;0,083;0,167
21,48;20,57;21,08;5517312;0;2;1;0;0;0;1;0;0;0;0;0;0;44138496;22069248;0;5517312;1;1;128;1;1;;0,083;0,167
21,29;20,55;21,76;5519360;0;2;1;0;0;0;1;0;0;0;0;0;0;44154880;22077440;0;5519360;1;1;128;1;1;;0,083;0,167
23,91;20,53;21,49;5521408;0;2;1;0;0;0;1;0;0;0;0;0;0;44171264;22085632;0;5521408;1;1;128;1;1;;0,083;0,167
21,22;20,65;21,79;5523456;0;2;1;0;0;0;1;0;0;0;0;0;0;44187648;22093824;0;5523456;1;1;128;1;1;;0,083;0,167
21,30;20,62;21,74;5525504;0;2;1;0;0;0;1;0;0;0;0;0;0;44204032;22102016;0;5525504;1;1;128;1;1;;0,083;0,167
21,67;20,37;21,45;5527552;0;2;1;0;0;0;1;0;0;0;0;0;0;44220416;22110208;0;5527552;1;1;128;1;1;;0,083;0,167
21,26;20,63;22,98;5529600;0;2;1;0;0;0;1;0;0;0;0;0;0;44236800;22118400;0;5529600;1;1;128;1;1;;0,083;0,167
21,48;20,63;21,93;5531648;0;2;1;0;0;0;1;0;0;0;0;0;0;44253184;22126592;0;5531648;1;1;128;1;1;;0,083;0,167
21,29;20,50;22,42;5533696;0;2;1;0;0;0;1;0;0;0;0;0;0;44269568;22134784;0;5533696;1;1;128;1;1;;0,083;0,167
22,42;20,43;21,82;5535744;0;2;1;0;0;0;1;0;0;0;0;0;0;44285952;22142976;0;5535744;1;1;128;1;1;;0,083;0,167
21,09;20,46;24,41;5537792;0;2;1;0;0;0;1;0;0;0;0;0;0;44302336;22151168;0;5537792;1;1;128;1;1;;0,083;0,167
21,65;20,62;20,55;5539840;0;2;1;0;0;0;1;0;0;0;0;0;0;44318720;22159360;0;5539840;1;1;128;1;1;;0,083;0,167
21,13;20,38;20,88;5541888;0;2;1;0;0;0;1;0;0;0;0;0;0;44335104;22167552;0;5541888;1;1;128;1;1;;0,083;0,167
21,30;20,60;21,99;5543936;0;2;1;0;0;0;1;0;0;0;0;0;0;44351488;22175744;0;5543936;1;1;128;1;1;;0,083;0,167
21,40;20,74;22,72;5545984;0;2;1;0;0;0;1;0;0;0;0;0;0;44367872;22183936;0;5545984;1;1;128;1;1;;0,083;0,167
20,97;20,67;22,46;5548032;0;2;1;0;0;0;1;0;0;0;0;0;0;44384256;22192128;0;5548032;1;1;128;1;1;;0,083;0,167
22,48;21,02;21,42;5550080;0;2;1;0;0;0;1;0;0;0;0;0;0;44400640;22200320;0;5550080;1;1;128;1;1;;0,083;0,167
22,45;20,83;21,53;5552128;0;2;1;0;0;0;1;0;0;0;0;0;0;44417024;22208512;0;5552128;1;1;128;1;1;;0,083;0,167
21,66;20,47;21,81;5554176;0;2;1;0;0;0;1;0;0;0;0;0;0;44433408;22216704;0;5554176;1;1;128;1;1;;0,083;0,167
21,18;20,55;21,82;5556224;0;2;1;0;0;0;1;0;0;0;0;0;0;44449792;22224896;0;5556224;1;1;128;1;1;;0,083;0,167
20,89;20,50;22,40;5558272;0;2;1;0;0;0;1;0;0;0;0;0;0;44466176;22233088;0;5558272;1;1;128;1;1;;0,083;0,167
21,35;20,79;21,64;5560320;0;2;1;0;0;0;1;0;0;0;0;0;0;44482560;22241280;0;5560320;1;1;128;1;1;;0,083;0,167
21,41;20,75;21,90;5562368;0;2;1;0;0;0;1;0;0;0;0;0;0;44498944;22249472;0;5562368;1;1;128;1;1;;0,083;0,167
21,22;20,54;22,14;5564416;0;2;1;0;0;0;1;0;0;0;0;0;0;44515328;22257664;0;5564416;1;1;128;1;1;;0,083;0,167
22,04;20,89;22,74;5566464;0;2;1;0;0;0;1;0;0;0;0;0;0;44531712;22265856;0;5566464;1;1;128;1;1;;0,083;0,167
21,16;20,44;22,42;5568512;0;2;1;0;0;0;1;0;0;0;0;0;0;44548096;22274048;0;5568512;1;1;128;1;1;;0,083;0,167
