Training sample index;Branch count;Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Loop iterations;Intra cache usage global;Inter cache usage global;Intra collision global;Intra cohaleshing global;Intra cache usage local;Intra collision local;Intra cohaleshing local;Cache Misses;Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms)
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.57;1.69;4.17
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.73;2.02;5.38
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;2.07;2.51;7.01
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;1.85;2.84;7.68
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.03;3.06;8.84
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.45;3.43;10.55
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.63;3.53;11.76
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.65;3.61;12.84
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.81;3.7;14.08
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;7936;7936;0;1984;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.99;3.89;14.89
2;0;1;1;0;0;0;3000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;1000;0.0625;1;0;1;0;0;1;0;1.52;1.93;3.97
2;0;1;1;0;0;0;6000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;2000;0.0625;1;0;1;0;0;1;0;1.62;2.25;5.18
2;0;1;1;0;0;0;9000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;3000;0.0625;1;0;1;0;0;1;0;1.94;2.78;6.63
2;0;1;1;0;0;0;12000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;4000;0.0625;1;0;1;0;0;1;0;2.06;2.81;7.79
2;0;1;1;0;0;0;15000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;5000;0.0625;1;0;1;0;0;1;0;2.2;2.89;8.9
2;0;1;1;0;0;0;18000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;6000;0.0625;1;0;1;0;0;1;0;2.25;2.88;10.68
2;0;1;1;0;0;0;21000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;7000;0.0625;1;0;1;0;0;1;0;2.49;3.22;11.51
2;0;1;1;0;0;0;24000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;8000;0.0625;1;0;1;0;0;1;0;2.62;3.57;13.46
2;0;1;1;0;0;0;27000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;9000;0.0625;1;0;1;0;0;1;0;2.38;3.13;14.25
2;0;1;1;0;0;0;30000;0;0;0;0;0;0;8192;8192;0;2048;1;1;64;1;1;10000;0.0625;1;0;1;0;0;1;0;2.52;3.75;15.66
