Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,GeForce GT 640 Completion Time (ms),        Intel(R) Core(TM) i3-3240 CPU @ 3.40GHz Completion Time (ms),cache misses manuali,least set bit
3,0,3584,1,0,0,0,6944,0,0,0,0,0,0,25690112,12845056,0,1792,1792,1,16,16,1,224,0.53125,0.1428571,15,0.0625,0,0,1,1791,709.9,6308.8,22679552,256
3,0,3712,1,0,0,0,7192,0,0,0,0,0,0,27557888,13778944,0,1856,1856,1,16,16,1,232,0.53125,0.137931,15,0.0625,0,0,1,1855,780.2,7004.1,25189632,64
3,0,3840,1,0,0,0,7440,0,0,0,0,0,0,29491200,14745600,0,1920,1920,1,16,16,1,240,0.53125,0.1333333,15,0.0625,0,0,1,1919,866.3,7711.1,27878400,128
3,0,3968,1,0,0,0,7688,0,0,0,0,0,0,31490048,15745024,0,1984,1984,1,16,16,1,248,0.53125,0.1290323,15,0.0625,0,0,1,1983,1739,8669.1,30752000,64
3,0,4096,1,0,0,0,7936,0,0,0,0,0,0,33554432,16777216,0,2048,2048,1,16,16,1,256,0.53125,0.125,15,0.0625,0,0,1,2047,1732.9,15752,8590196736,2048
4,0,8,1,128,8,0,233,0,0,0,0,0,0,32768,16384,2048,64,64,1,16,16,1,64,0.125,0.125,0,0.5,0,0,1,15,3.6,2.5,512,64
4,0,16,1,256,16,0,453,0,0,0,0,0,0,131072,65536,2048,128,128,1,16,16,1,128,0.125,0.03125,0,0.5,0,0,1,15,3.1,2.9,2048,128
4,0,24,1,384,24,0,673,0,0,0,0,0,0,294912,147456,2048,192,192,1,16,16,1,192,0.125,0.01388889,0,0.5,0,0,1,15,4.1,3.3,4608,64
4,0,32,1,512,32,0,893,0,0,0,0,0,0,524288,262144,2048,256,256,1,16,16,1,256,0.125,0.0078125,0,0.5,0,0,1,15,4.5,4.5,8192,256
4,0,40,1,640,40,0,1113,0,0,0,0,0,0,819200,409600,2048,320,320,1,16,16,1,320,0.125,0.005,0,0.5,0,0,1,15,5.8,6.7,12800,64
4,0,48,1,768,48,0,1333,0,0,0,0,0,0,1179648,589824,2048,384,384,1,16,16,1,384,0.125,0.003472222,0,0.5,0,0,1,15,7.4,9.4,18432,128
4,0,56,1,896,56,0,1553,0,0,0,0,0,0,1605632,802816,2048,448,448,1,16,16,1,448,0.125,0.002551021,0,0.5,0,0,1,15,8.7,13.8,25088,64
4,0,64,1,1024,64,0,1773,0,0,0,0,0,0,2097152,1048576,2048,512,512,1,16,16,1,512,0.125,0.001953125,0,0.5,0,0,1,15,11.7,19,32768,512
4,0,72,1,1152,72,0,1993,0,0,0,0,0,0,2654208,1327104,2048,576,576,1,16,16,1,576,0.125,0.00154321,0,0.5,0,0,1,15,14.8,25.7,41472,64
4,0,80,1,1280,80,0,2213,0,0,0,0,0,0,3276800,1638400,2048,640,640,1,16,16,1,640,0.125,0.00125,0,0.5,0,0,1,15,18.1,36.6,51200,128
4,0,88,1,1408,88,0,2433,0,0,0,0,0,0,3964928,1982464,2048,704,704,1,16,16,1,704,0.125,0.001033058,0,0.5,0,0,1,15,22.7,47.6,61952,64
4,0,96,1,1536,96,0,2653,0,0,0,0,0,0,4718592,2359296,2048,768,768,1,16,16,1,768,0.125,0.000868056,0,0.5,0,0,1,15,27.8,56.9,73728,256
4,0,104,1,1664,104,0,2873,0,0,0,0,0,0,5537792,2768896,2048,832,832,1,16,16,1,832,0.125,0.000739645,0,0.5,0,0,1,15,33.6,69.3,86528,64
4,0,112,1,1792,112,0,3093,0,0,0,0,0,0,6422528,3211264,2048,896,896,1,16,16,1,896,0.125,0.000637755,0,0.5,0,0,1,15,40.3,90.3,100352,128
4,0,120,1,1920,120,0,3313,0,0,0,0,0,0,7372800,3686400,2048,960,960,1,16,16,1,960,0.125,0.000555556,0,0.5,0,0,1,15,48.2,102.7,115200,64
4,0,128,1,2048,128,0,3533,0,0,0,0,0,0,8388608,4194304,2048,1024,1024,1,16,16,1,1024,0.125,0.000488281,0,0.5,0,0,1,15,55.5,177.1,131072,1024
4,0,136,1,2176,136,0,3753,0,0,0,0,0,0,9469952,4734976,2048,1088,1088,1,16,16,1,1088,0.125,0.000432526,0,0.5,0,0,1,15,66.4,154.6,147968,64
4,0,144,1,2304,144,0,3973,0,0,0,0,0,0,10616832,5308416,2048,1152,1152,1,16,16,1,1152,0.125,0.000385803,0,0.5,0,0,1,15,77.1,188.3,165888,128
4,0,152,1,2432,152,0,4193,0,0,0,0,0,0,11829248,5914624,2048,1216,1216,1,16,16,1,1216,0.125,0.00034626,0,0.5,0,0,1,15,90.3,222.5,184832,64
4,0,160,1,2560,160,0,4413,0,0,0,0,0,0,13107200,6553600,2048,1280,1280,1,16,16,1,1280,0.125,0.0003125,0,0.5,0,0,1,15,103.3,288.7,204800,256
4,0,168,1,2688,168,0,4633,0,0,0,0,0,0,14450688,7225344,2048,1344,1344,1,16,16,1,1344,0.125,0.000283447,0,0.5,0,0,1,15,117.5,308.8,225792,64
4,0,176,1,2816,176,0,4853,0,0,0,0,0,0,15859712,7929856,2048,1408,1408,1,16,16,1,1408,0.125,0.000258265,0,0.5,0,0,1,15,134,338.9,247808,128
4,0,184,1,2944,184,0,5073,0,0,0,0,0,0,17334272,8667136,2048,1472,1472,1,16,16,1,1472,0.125,0.000236295,0,0.5,0,0,1,15,152,413.9,270848,64
4,0,192,1,3072,192,0,5293,0,0,0,0,0,0,18874368,9437184,2048,1536,1536,1,16,16,1,1536,0.125,0.000217014,0,0.5,0,0,1,15,171.5,590.5,294912,512
4,0,200,1,3200,200,0,5513,0,0,0,0,0,0,20480000,10240000,2048,1600,1600,1,16,16,1,1600,0.125,0.0002,0,0.5,0,0,1,15,192.8,556.8,320000,64
4,0,208,1,3328,208,0,5733,0,0,0,0,0,0,22151168,11075584,2048,1664,1664,1,16,16,1,1664,0.125,0.000184911,0,0.5,0,0,1,15,214.8,642.8,346112,128
4,0,216,1,3456,216,0,5953,0,0,0,0,0,0,23887872,11943936,2048,1728,1728,1,16,16,1,1728,0.125,0.000171468,0,0.5,0,0,1,15,239,735.3,373248,64
4,0,224,1,3584,224,0,6173,0,0,0,0,0,0,25690112,12845056,2048,1792,1792,1,16,16,1,1792,0.125,0.000159439,0,0.5,0,0,1,15,265.9,891.3,401408,256
4,0,232,1,3712,232,0,6393,0,0,0,0,0,0,27557888,13778944,2048,1856,1856,1,16,16,1,1856,0.125,0.000148633,0,0.5,0,0,1,15,293.8,950.8,430592,64
4,0,240,1,3840,240,0,6613,0,0,0,0,0,0,29491200,14745600,2048,1920,1920,1,16,16,1,1920,0.125,0.000138889,0,0.5,0,0,1,15,324.7,1053.6,460800,128
4,0,248,1,3968,248,0,6833,0,0,0,0,0,0,31490048,15745024,2048,1984,1984,1,16,16,1,1984,0.125,0.000130073,0,0.5,0,0,1,15,357.7,1177,492032,64
4,0,256,1,4096,256,0,7053,0,0,0,0,0,0,33554432,16777216,2048,2048,2048,1,16,16,1,2048,0.125,0.00012207,0,0.5,0,0,1,15,389.9,1492.6,524288,2048
5,1,9,1,0,0,0,27,0,0,2,0,0,1,17424,16384,0,64,64,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,2.12,1.6,272.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,67600,65536,0,128,128,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,1.77,1.71,1056.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,150544,147456,0,192,192,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,2.16,2.06,2352.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,266256,262144,0,256,256,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,2.13,2.32,4160.25,256
5,1,9,1,0,0,0,27,0,0,2,0,0,1,414736,409600,0,320,320,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,2.39,2.88,6480.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,595984,589824,0,384,384,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,3.34,3.36,9312.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,810000,802816,0,448,448,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,3.47,3.94,12656.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,1056784,1048576,0,512,512,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,4.34,4.62,16512.25,512
5,1,9,1,0,0,0,27,0,0,2,0,0,1,1336336,1327104,0,576,576,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,4.24,5.35,20880.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,1648656,1638400,0,640,640,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,4.47,6.25,25760.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,1993744,1982464,0,704,704,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,5.18,7.1,31152.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,2371600,2359296,0,768,768,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,5.51,8.19,37056.25,256
5,1,9,1,0,0,0,27,0,0,2,0,0,1,2782224,2768896,0,832,832,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,6.14,9.2,43472.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,3225616,3211264,0,896,896,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,6.13,10.57,50400.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,3701776,3686400,0,960,960,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,6.57,11.62,57840.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,4210704,4194304,0,1024,1024,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,7.43,13.28,65792.25,1024
5,1,9,1,0,0,0,27,0,0,2,0,0,1,4752400,4734976,0,1088,1088,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,7.67,14.29,74256.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,5326864,5308416,0,1152,1152,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,8.24,16.07,83232.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,5934096,5914624,0,1216,1216,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,8.92,17.55,92720.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,6574096,6553600,0,1280,1280,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,9.37,18.9,102720.25,256
5,1,9,1,0,0,0,27,0,0,2,0,0,1,7246864,7225344,0,1344,1344,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,10.19,20.41,113232.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,7952400,7929856,0,1408,1408,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,10.63,22.08,124256.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,8690704,8667136,0,1472,1472,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,11.52,23.68,135792.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,9461776,9437184,0,1536,1536,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,12.26,24.94,147840.25,512
5,1,9,1,0,0,0,27,0,0,2,0,0,1,10265616,10240000,0,1600,1600,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,12.96,27.34,160400.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,11102224,11075584,0,1664,1664,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,13.82,30.15,173472.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,11971600,11943936,0,1728,1728,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,14.34,33.51,187056.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,12873744,12845056,0,1792,1792,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,15.7,36.09,201152.25,256
5,1,9,1,0,0,0,27,0,0,2,0,0,1,13808656,13778944,0,1856,1856,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,16.37,37.59,215760.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,14776336,14745600,0,1920,1920,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,17.78,43.15,230880.25,128
5,1,9,1,0,0,0,27,0,0,2,0,0,1,15776784,15745024,0,1984,1984,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,18.43,43.59,246512.25,64
5,1,9,1,0,0,0,27,0,0,2,0,0,1,16810000,16777216,0,2048,2048,1,16,16,1,0,0.5625,9,0,0.1111111,0,0,1,2,19.07,47.13,262656.25,2048
6,0,9,1,0,0,9,62,0,0,0,0,0,0,17460,16384,0,64,64,1,16,16,1,9,0.06640625,1.0625,127.5,0.5,0,0,1,2,2.41,1.86,272.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,67636,65536,0,128,128,1,16,16,1,9,0.06640625,1.015625,127.5,0.5,0,0,1,2,2.42,1.8,1056.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,150580,147456,0,192,192,1,16,16,1,9,0.06640625,1.006944,127.5,0.5,0,0,1,2,3.08,1.9,2352.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,266292,262144,0,256,256,1,16,16,1,9,0.06640625,1.003906,127.5,0.5,0,0,1,2,2.58,2.03,4160.8125,256
6,0,9,1,0,0,9,62,0,0,0,0,0,0,414772,409600,0,320,320,1,16,16,1,9,0.06640625,1.0025,127.5,0.5,0,0,1,2,2.66,2.34,6480.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,596020,589824,0,384,384,1,16,16,1,9,0.06640625,1.001736,127.5,0.5,0,0,1,2,3.29,2.24,9312.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,810036,802816,0,448,448,1,16,16,1,9,0.06640625,1.001276,127.5,0.5,0,0,1,2,3.49,2.35,12656.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,1056820,1048576,0,512,512,1,16,16,1,9,0.06640625,1.000977,127.5,0.5,0,0,1,2,4.18,2.48,16512.8125,512
6,0,9,1,0,0,9,62,0,0,0,0,0,0,1336372,1327104,0,576,576,1,16,16,1,9,0.06640625,1.000772,127.5,0.5,0,0,1,2,4.79,2.67,20880.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,1648692,1638400,0,640,640,1,16,16,1,9,0.06640625,1.000625,127.5,0.5,0,0,1,2,4.72,2.88,25760.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,1993780,1982464,0,704,704,1,16,16,1,9,0.06640625,1.000517,127.5,0.5,0,0,1,2,5.26,3.3,31152.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,2371636,2359296,0,768,768,1,16,16,1,9,0.06640625,1.000434,127.5,0.5,0,0,1,2,5.85,3.34,37056.8125,256
6,0,9,1,0,0,9,62,0,0,0,0,0,0,2782260,2768896,0,832,832,1,16,16,1,9,0.06640625,1.00037,127.5,0.5,0,0,1,2,6.24,3.5,43472.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,3225652,3211264,0,896,896,1,16,16,1,9,0.06640625,1.000319,127.5,0.5,0,0,1,2,6.17,3.74,50400.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,3701812,3686400,0,960,960,1,16,16,1,9,0.06640625,1.000278,127.5,0.5,0,0,1,2,6.57,3.94,57840.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,4210740,4194304,0,1024,1024,1,16,16,1,9,0.06640625,1.000244,127.5,0.5,0,0,1,2,6.91,4.03,65792.8125,1024
6,0,9,1,0,0,9,62,0,0,0,0,0,0,4752436,4734976,0,1088,1088,1,16,16,1,9,0.06640625,1.000216,127.5,0.5,0,0,1,2,7.71,4.33,74256.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,5326900,5308416,0,1152,1152,1,16,16,1,9,0.06640625,1.000193,127.5,0.5,0,0,1,2,8.19,4.7,83232.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,5934132,5914624,0,1216,1216,1,16,16,1,9,0.06640625,1.000173,127.5,0.5,0,0,1,2,9.24,5.42,92720.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,6574132,6553600,0,1280,1280,1,16,16,1,9,0.06640625,1.000156,127.5,0.5,0,0,1,2,9.35,5.61,102720.8125,256
6,0,9,1,0,0,9,62,0,0,0,0,0,0,7246900,7225344,0,1344,1344,1,16,16,1,9,0.06640625,1.000142,127.5,0.5,0,0,1,2,9.87,5.8,113232.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,7952436,7929856,0,1408,1408,1,16,16,1,9,0.06640625,1.000129,127.5,0.5,0,0,1,2,10.68,6.89,124256.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,8690740,8667136,0,1472,1472,1,16,16,1,9,0.06640625,1.000118,127.5,0.5,0,0,1,2,11.26,6.53,135792.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,9461812,9437184,0,1536,1536,1,16,16,1,9,0.06640625,1.000108,127.5,0.5,0,0,1,2,11.62,6.54,147840.8125,512
6,0,9,1,0,0,9,62,0,0,0,0,0,0,10265652,10240000,0,1600,1600,1,16,16,1,9,0.06640625,1.0001,127.5,0.5,0,0,1,2,12.12,7.44,160400.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,11102260,11075584,0,1664,1664,1,16,16,1,9,0.06640625,1.000093,127.5,0.5,0,0,1,2,12.95,7.78,173472.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,11971636,11943936,0,1728,1728,1,16,16,1,9,0.06640625,1.000086,127.5,0.5,0,0,1,2,13.56,8.39,187056.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,12873780,12845056,0,1792,1792,1,16,16,1,9,0.06640625,1.00008,127.5,0.5,0,0,1,2,14.57,8.51,201152.8125,256
6,0,9,1,0,0,9,62,0,0,0,0,0,0,13808692,13778944,0,1856,1856,1,16,16,1,9,0.06640625,1.000074,127.5,0.5,0,0,1,2,15.21,9.65,215760.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,14776372,14745600,0,1920,1920,1,16,16,1,9,0.06640625,1.000069,127.5,0.5,0,0,1,2,16.29,9.55,230880.8125,128
6,0,9,1,0,0,9,62,0,0,0,0,0,0,15776820,15745024,0,1984,1984,1,16,16,1,9,0.06640625,1.000065,127.5,0.5,0,0,1,2,17.08,10.33,246512.8125,64
6,0,9,1,0,0,9,62,0,0,0,0,0,0,16810036,16777216,0,2048,2048,1,16,16,1,9,0.06640625,1.000061,127.5,0.5,0,0,1,2,17.61,9.64,262656.8125,2048
6,0,25,1,0,0,25,152,0,0,0,0,0,0,18596,16384,0,64,64,1,16,16,1,25,0.06640625,1.0625,127.5,0.5,0,0,1,4,2.06,1.8,290.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,69796,65536,0,128,128,1,16,16,1,25,0.06640625,1.015625,127.5,0.5,0,0,1,4,2.39,1.86,1090.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,153764,147456,0,192,192,1,16,16,1,25,0.06640625,1.006944,127.5,0.5,0,0,1,4,2.51,1.92,2402.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,270500,262144,0,256,256,1,16,16,1,25,0.06640625,1.003906,127.5,0.5,0,0,1,4,2.57,2.2,4226.5625,256
6,0,25,1,0,0,25,152,0,0,0,0,0,0,420004,409600,0,320,320,1,16,16,1,25,0.06640625,1.0025,127.5,0.5,0,0,1,4,2.96,2.22,6562.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,602276,589824,0,384,384,1,16,16,1,25,0.06640625,1.001736,127.5,0.5,0,0,1,4,3.65,2.41,9410.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,817316,802816,0,448,448,1,16,16,1,25,0.06640625,1.001276,127.5,0.5,0,0,1,4,3.94,2.59,12770.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,1065124,1048576,0,512,512,1,16,16,1,25,0.06640625,1.000977,127.5,0.5,0,0,1,4,5.34,2.97,16642.5625,512
6,0,25,1,0,0,25,152,0,0,0,0,0,0,1345700,1327104,0,576,576,1,16,16,1,25,0.06640625,1.000772,127.5,0.5,0,0,1,4,5.35,2.97,21026.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,1659044,1638400,0,640,640,1,16,16,1,25,0.06640625,1.000625,127.5,0.5,0,0,1,4,5.68,3.33,25922.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,2005156,1982464,0,704,704,1,16,16,1,25,0.06640625,1.000517,127.5,0.5,0,0,1,4,6.18,3.68,31330.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,2384036,2359296,0,768,768,1,16,16,1,25,0.06640625,1.000434,127.5,0.5,0,0,1,4,6.6,3.92,37250.5625,256
6,0,25,1,0,0,25,152,0,0,0,0,0,0,2795684,2768896,0,832,832,1,16,16,1,25,0.06640625,1.00037,127.5,0.5,0,0,1,4,7.09,4.21,43682.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,3240100,3211264,0,896,896,1,16,16,1,25,0.06640625,1.000319,127.5,0.5,0,0,1,4,7.72,4.53,50626.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,3717284,3686400,0,960,960,1,16,16,1,25,0.06640625,1.000278,127.5,0.5,0,0,1,4,9.01,5,58082.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,4227236,4194304,0,1024,1024,1,16,16,1,25,0.06640625,1.000244,127.5,0.5,0,0,1,4,9.45,4.94,66050.5625,1024
6,0,25,1,0,0,25,152,0,0,0,0,0,0,4769956,4734976,0,1088,1088,1,16,16,1,25,0.06640625,1.000216,127.5,0.5,0,0,1,4,10.07,5.61,74530.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,5345444,5308416,0,1152,1152,1,16,16,1,25,0.06640625,1.000193,127.5,0.5,0,0,1,4,11.11,5.94,83522.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,5953700,5914624,0,1216,1216,1,16,16,1,25,0.06640625,1.000173,127.5,0.5,0,0,1,4,11.77,6.85,93026.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,6594724,6553600,0,1280,1280,1,16,16,1,25,0.06640625,1.000156,127.5,0.5,0,0,1,4,12.7,7.4,103042.5625,256
6,0,25,1,0,0,25,152,0,0,0,0,0,0,7268516,7225344,0,1344,1344,1,16,16,1,25,0.06640625,1.000142,127.5,0.5,0,0,1,4,13.46,7.34,113570.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,7975076,7929856,0,1408,1408,1,16,16,1,25,0.06640625,1.000129,127.5,0.5,0,0,1,4,14.58,8.58,124610.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,8714404,8667136,0,1472,1472,1,16,16,1,25,0.06640625,1.000118,127.5,0.5,0,0,1,4,15.62,9.3,136162.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,9486500,9437184,0,1536,1536,1,16,16,1,25,0.06640625,1.000108,127.5,0.5,0,0,1,4,16.64,9.09,148226.5625,512
6,0,25,1,0,0,25,152,0,0,0,0,0,0,10291364,10240000,0,1600,1600,1,16,16,1,25,0.06640625,1.0001,127.5,0.5,0,0,1,4,17.58,10.31,160802.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,11128996,11075584,0,1664,1664,1,16,16,1,25,0.06640625,1.000093,127.5,0.5,0,0,1,4,18.8,11.24,173890.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,11999396,11943936,0,1728,1728,1,16,16,1,25,0.06640625,1.000086,127.5,0.5,0,0,1,4,20,10.66,187490.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,12902564,12845056,0,1792,1792,1,16,16,1,25,0.06640625,1.00008,127.5,0.5,0,0,1,4,21.34,12.31,201602.5625,256
6,0,25,1,0,0,25,152,0,0,0,0,0,0,13838500,13778944,0,1856,1856,1,16,16,1,25,0.06640625,1.000074,127.5,0.5,0,0,1,4,22.53,12.98,216226.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,14807204,14745600,0,1920,1920,1,16,16,1,25,0.06640625,1.000069,127.5,0.5,0,0,1,4,23.93,13.84,231362.5625,128
6,0,25,1,0,0,25,152,0,0,0,0,0,0,15808676,15745024,0,1984,1984,1,16,16,1,25,0.06640625,1.000065,127.5,0.5,0,0,1,4,25.46,15.11,247010.5625,64
6,0,25,1,0,0,25,152,0,0,0,0,0,0,16842916,16777216,0,2048,2048,1,16,16,1,25,0.06640625,1.000061,127.5,0.5,0,0,1,4,26.69,13.15,263170.5625,2048
6,0,49,1,0,0,49,282,0,0,0,0,0,0,19796,16384,0,64,64,1,16,16,1,49,0.06640625,1.0625,127.5,0.5,0,0,1,6,2.15,1.95,309.3125,64
6,0,49,1,0,0,49,282,0,0,0,0,0,0,72020,65536,0,128,128,1,16,16,1,49,0.06640625,1.015625,127.5,0.5,0,0,1,6,2.48,1.97,1125.3125,128
6,0,49,1,0,0,49,282,0,0,0,0,0,0,157012,147456,0,192,192,1,16,16,1,49,0.06640625,1.006944,127.5,0.5,0,0,1,6,2.53,2,2453.3125,64
6,0,49,1,0,0,49,282,0,0,0,0,0,0,274772,262144,0,256,256,1,16,16,1,49,0.06640625,1.003906,127.5,0.5,0,0,1,6,2.72,2.14,4293.3125,256
6,0,49,1,0,0,49,282,0,0,0,0,0,0,425300,409600,0,320,320,1,16,16,1,49,0.06640625,1.0025,127.5,0.5,0,0,1,6,3.23,2.37,6645.3125,64
6,0,49,1,0,0,49,282,0,0,0,0,0,0,608596,589824,0,384,384,1,16,16,1,49,0.06640625,1.001736,127.5,0.5,0,0,1,6,4.11,2.55,9509.3125,128
6,0,49,1,0,0,49,282,0,0,0,0,0,0,824660,802816,0,448,448,1,16,16,1,49,0.06640625,1.001276,127.5,0.5,0,0,1,6,4.75,2.94,12885.3125,64
6,0,49,1,0,0,49,282,0,0,0,0,0,0,1073492,1048576,0,512,512,1,16,16,1,49,0.06640625,1.000977,127.5,0.5,0,0,1,6,5.52,3.22,16773.3125,512
6,0,49,1,0,0,49,282,0,0,0,0,0,0,1355092,1327104,0,576,576,1,16,16,1,49,0.06640625,1.000772,127.5,0.5,0,0,1,6,6.14,3.68,21173.3125,64
6,0,49,1,0,0,49,282,0,0,0,0,0,0,1669460,1638400,0,640,640,1,16,16,1,49,0.06640625,1.000625,127.5,0.5,0,0,1,6,6.83,4.05,26085.3125,128
6,0,49,1,0,0,49,282,0,0,0,0,0,0,2016596,1982464,0,704,704,1,16,16,1,49,0.06640625,1.000517,127.5,0.5,0,0,1,6,7.87,4.27,31509.3125,64
